open,high,low,close,volume,datetime,date,ticker,close_t+1,close_t+3,close_t+5,close_t+7,open_close_t+1_%chg,open_close_t+3_%chg,open_close_t+5_%chg,open_close_t+7_%chg
0.8,0.8,0.8,0.8,100000,2019-04-18 01:00:00.000000,2019-04-18,RPLA.WS,0.8,0.8,0.7,0.65,0.0,0.0,-0.13,-0.19
0.8,0.8,0.8,0.8,13200,2019-04-22 01:00:00.000000,2019-04-22,RPLA.WS,0.8,0.69,0.7,0.7,0.0,-0.14,-0.13,-0.13
0.8,0.8,0.8,0.8,25100,2019-04-24 01:00:00.000000,2019-04-24,RPLA.WS,0.8,0.7,0.65,0.65,0.0,-0.13,-0.19,-0.19
0.85,0.85,0.8,0.8,2200,2019-04-30 01:00:00.000000,2019-04-30,RPLA.WS,0.69,0.7,0.7,0.61,-0.19,-0.18,-0.18,-0.28
0.75,0.75,0.69,0.69,73000,2019-05-14 01:00:00.000000,2019-05-14,RPLA.WS,0.7,0.65,0.65,0.64,-0.07,-0.13,-0.13,-0.15
0.7,0.7,0.7,0.7,500,2019-05-16 01:00:00.000000,2019-05-16,RPLA.WS,0.7,0.7,0.61,0.6,0.0,0.0,-0.13,-0.14
0.65,0.7,0.65,0.7,25700,2019-05-17 01:00:00.000000,2019-05-17,RPLA.WS,0.65,0.65,0.64,0.63,0.0,0.0,-0.02,-0.03
0.65,0.65,0.6,0.65,1301,2019-06-27 01:00:00.000000,2019-06-27,RPLA.WS,0.7,0.61,0.6,0.59,0.08,-0.06,-0.08,-0.09
0.7,0.7,0.7,0.7,5100,2019-06-28 01:00:00.000000,2019-06-28,RPLA.WS,0.65,0.64,0.63,0.59,-0.07,-0.09,-0.1,-0.16
0.65,0.65,0.65,0.65,100,2019-07-01 01:00:00.000000,2019-07-01,RPLA.WS,0.61,0.6,0.59,0.6,-0.06,-0.08,-0.09,-0.08
0.61,0.61,0.61,0.61,104900,2019-07-02 01:00:00.000000,2019-07-02,RPLA.WS,0.64,0.63,0.59,0.6,0.05,0.03,-0.03,-0.02
0.64,0.64,0.64,0.64,100,2019-07-12 01:00:00.000000,2019-07-12,RPLA.WS,0.6,0.59,0.6,0.55,-0.06,-0.08,-0.06,-0.14
0.62,0.62,0.6,0.6,300,2019-07-17 01:00:00.000000,2019-07-17,RPLA.WS,0.63,0.59,0.6,0.55,0.02,-0.05,-0.03,-0.12
