open,high,low,close,volume,datetime,date,ticker,close_t+1,close_t+3,close_t+5,close_t+7,open_close_t+1_%chg,open_close_t+3_%chg,open_close_t+5_%chg,open_close_t+7_%chg
9.74,9.74,9.74,9.74,346800,2020-04-20 01:00:00.000000,2020-04-20,ZGYH,9.84,9.7,9.75,9.72,0.01,-0.0,0.0,-0.0
10.2,10.2,9.84,9.84,200,2020-05-22 01:00:00.000000,2020-05-22,ZGYH,9.75,9.73,9.72,9.75,-0.04,-0.05,-0.05,-0.04
9.75,9.75,9.75,9.75,7000,2020-05-26 01:00:00.000000,2020-05-26,ZGYH,9.7,9.75,9.72,9.69,-0.01,0.0,-0.0,-0.01
9.8,9.75,9.7,9.7,340,2020-05-27 01:00:00.000000,2020-05-27,ZGYH,9.73,9.72,9.75,9.68,-0.01,-0.01,-0.01,-0.01
9.6,9.73,9.6,9.73,10240,2020-06-02 01:00:00.000000,2020-06-02,ZGYH,9.75,9.72,9.69,9.72,0.02,0.01,0.01,0.01
9.75,9.75,9.75,9.75,161,2020-06-08 01:00:00.000000,2020-06-08,ZGYH,9.72,9.75,9.68,9.69,-0.0,0.0,-0.01,-0.01
9.72,9.72,9.72,9.72,500,2020-06-10 01:00:00.000000,2020-06-10,ZGYH,9.72,9.69,9.72,9.69,0.0,-0.0,0.0,-0.0
9.72,9.72,9.72,9.72,1088,2020-06-15 01:00:00.000000,2020-06-15,ZGYH,9.75,9.68,9.69,9.72,0.0,-0.0,-0.0,-0.0
9.73,9.75,9.73,9.75,2426,2020-06-16 01:00:00.000000,2020-06-16,ZGYH,9.69,9.72,9.69,9.76,-0.0,-0.0,-0.0,0.0
9.73,9.74,9.69,9.69,41310,2020-06-17 01:00:00.000000,2020-06-17,ZGYH,9.68,9.69,9.72,9.8,-0.01,-0.0,-0.0,0.01
9.75,9.77,9.68,9.68,34141,2020-06-18 01:00:00.000000,2020-06-18,ZGYH,9.72,9.69,9.76,9.74,-0.0,-0.01,0.0,-0.0
9.75,9.75,9.7,9.72,19494,2020-06-24 01:00:00.000000,2020-06-24,ZGYH,9.69,9.72,9.8,9.77,-0.01,-0.0,0.01,0.0
9.75,9.78,9.67,9.69,56361,2020-06-25 01:00:00.000000,2020-06-25,ZGYH,9.69,9.76,9.74,9.76,-0.01,0.0,-0.0,0.0
9.71,9.71,9.69,9.69,3310,2020-06-26 01:00:00.000000,2020-06-26,ZGYH,9.72,9.8,9.77,9.75,0.0,0.01,0.01,0.0
9.71,9.73,9.71,9.72,8132,2020-06-29 01:00:00.000000,2020-06-29,ZGYH,9.76,9.74,9.76,9.77,0.0,0.0,0.0,0.01
9.75,9.76,9.75,9.76,6495,2020-06-30 01:00:00.000000,2020-06-30,ZGYH,9.8,9.77,9.75,9.78,0.01,0.0,0.0,0.0
9.75,9.8,9.74,9.8,4195,2020-07-02 01:00:00.000000,2020-07-02,ZGYH,9.74,9.76,9.77,9.8,-0.0,0.0,0.0,0.01
9.75,9.75,9.74,9.74,5171,2020-07-06 01:00:00.000000,2020-07-06,ZGYH,9.77,9.75,9.78,9.82,0.0,0.0,0.0,0.01
9.77,9.77,9.77,9.77,2295,2020-07-07 01:00:00.000000,2020-07-07,ZGYH,9.76,9.77,9.8,9.84,-0.0,0.0,0.0,0.01
9.76,9.76,9.76,9.76,1001,2020-07-08 01:00:00.000000,2020-07-08,ZGYH,9.75,9.78,9.82,9.83,-0.0,0.0,0.01,0.01
9.76,9.76,9.75,9.75,6458,2020-07-09 01:00:00.000000,2020-07-09,ZGYH,9.77,9.8,9.84,9.84,0.0,0.0,0.01,0.01
9.76,9.78,9.76,9.77,19542,2020-07-10 01:00:00.000000,2020-07-10,ZGYH,9.78,9.82,9.83,9.85,0.0,0.01,0.01,0.01
9.78,9.78,9.76,9.78,1491,2020-07-13 01:00:00.000000,2020-07-13,ZGYH,9.8,9.84,9.84,9.88,0.0,0.01,0.01,0.01
9.8,9.8,9.8,9.8,10020,2020-07-14 01:00:00.000000,2020-07-14,ZGYH,9.82,9.83,9.85,9.86,0.0,0.0,0.0,0.01
9.8,9.82,9.8,9.82,7003,2020-07-15 01:00:00.000000,2020-07-15,ZGYH,9.84,9.84,9.88,9.85,0.0,0.0,0.01,0.01
9.8,9.84,9.8,9.84,11084,2020-07-16 01:00:00.000000,2020-07-16,ZGYH,9.83,9.85,9.86,9.82,0.0,0.0,0.01,0.0
9.82,9.83,9.82,9.83,11081,2020-07-20 01:00:00.000000,2020-07-20,ZGYH,9.84,9.88,9.85,9.87,0.0,0.01,0.0,0.01
9.83,9.84,9.83,9.84,4201,2020-07-21 01:00:00.000000,2020-07-21,ZGYH,9.85,9.86,9.82,9.8,0.0,0.0,-0.0,-0.0
9.85,9.85,9.84,9.85,3150,2020-07-22 01:00:00.000000,2020-07-22,ZGYH,9.88,9.85,9.87,9.8,0.0,0.0,0.0,-0.01
9.86,9.88,9.86,9.88,7600,2020-07-23 01:00:00.000000,2020-07-23,ZGYH,9.86,9.82,9.8,9.83,0.0,-0.0,-0.01,-0.0
