date,open,high,low,close,volume,close_t+1,close_t+3,close_t+5,close_t+7,open_close_t+1_%chg,open_close_t+3_%chg,open_close_t+5_%chg,open_close_t+7_%chg
2018-05-22,1.1,1.1,1.1,1.1,25000,1.29,1.3,1.3,1.69,0.18,0.18,0.18,0.54
2018-06-29,1.3,1.3,1.29,1.29,1900,1.3,1.3,1.3,1.5,0.0,0.0,0.0,0.16
2018-07-03,1.33,1.33,1.29,1.3,20300,1.3,1.3,1.69,1.5,-0.02,-0.02,0.27,0.13
2018-07-05,1.3,1.3,1.28,1.3,10200,1.3,1.3,1.5,1.5,0.0,0.0,0.15,0.15
2018-07-06,1.3,1.3,1.28,1.3,16200,1.3,1.69,1.5,1.5,0.0,0.3,0.15,0.15
2018-07-12,1.29,1.3,1.29,1.3,1800,1.3,1.5,1.5,1.5,0.0,0.16,0.16,0.16
2018-07-16,1.3,1.3,1.3,1.3,0,1.69,1.5,1.5,1.5,0.3,0.15,0.15,0.15
2018-07-17,1.69,1.69,1.69,1.69,200,1.5,1.5,1.5,1.5,-0.11,-0.11,-0.11,-0.11
2018-07-18,1.3,1.5,1.3,1.5,63500,1.5,1.5,1.5,1.5,0.15,0.15,0.15,0.15
2018-07-19,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.4,0.0,0.0,0.0,-0.07
2018-07-20,1.95,1.95,1.5,1.5,200,1.5,1.5,1.5,1.4,-0.23,-0.23,-0.23,-0.28
2018-07-23,1.5,1.5,1.5,1.5,0,1.5,1.5,1.4,1.4,0.0,0.0,-0.07,-0.07
2018-07-24,1.5,1.5,1.5,1.5,0,1.5,1.5,1.4,1.4,0.0,0.0,-0.07,-0.07
2018-07-25,1.5,1.5,1.5,1.5,0,1.5,1.4,1.4,1.4,0.0,-0.07,-0.07,-0.07
2018-07-26,1.5,1.5,1.5,1.5,0,1.5,1.4,1.4,1.4,0.0,-0.07,-0.07,-0.07
2018-07-27,1.5,1.5,1.5,1.5,0,1.4,1.4,1.4,1.4,-0.07,-0.07,-0.07,-0.07
2018-07-30,1.95,1.95,1.4,1.4,600,1.4,1.4,1.4,1.6,-0.28,-0.28,-0.28,-0.18
2018-07-31,1.4,1.4,1.4,1.4,49700,1.4,1.4,1.4,1.46,0.0,0.0,0.0,0.04
2018-08-01,1.4,1.4,1.4,1.4,0,1.4,1.4,1.6,1.45,0.0,0.0,0.14,0.04
2018-08-02,1.4,1.4,1.4,1.4,0,1.4,1.4,1.46,1.45,0.0,0.0,0.04,0.04
2018-08-03,1.4,1.4,1.4,1.4,0,1.4,1.6,1.45,1.45,0.0,0.14,0.04,0.04
2018-08-06,1.4,1.4,1.4,1.4,0,1.4,1.46,1.45,1.45,0.0,0.04,0.04,0.04
2018-08-07,1.4,1.4,1.4,1.4,0,1.6,1.45,1.45,1.8,0.14,0.04,0.04,0.29
2018-08-08,1.6,1.6,1.6,1.6,4000,1.46,1.45,1.45,1.5,-0.09,-0.09,-0.09,-0.06
2018-08-09,1.46,1.46,1.46,1.46,100,1.45,1.45,1.8,1.5,-0.01,-0.01,0.23,0.03
2018-08-10,1.5,1.5,1.45,1.45,16600,1.45,1.45,1.5,1.5,-0.03,-0.03,0.0,0.0
2018-08-13,1.45,1.45,1.45,1.45,0,1.45,1.8,1.5,1.5,0.0,0.24,0.03,0.03
2018-08-14,1.45,1.45,1.45,1.45,0,1.45,1.5,1.5,1.5,0.0,0.03,0.03,0.03
2018-08-15,1.45,1.45,1.45,1.45,0,1.8,1.5,1.5,1.5,0.24,0.03,0.03,0.03
2018-08-16,1.8,1.8,1.8,1.8,100,1.5,1.5,1.5,1.5,-0.17,-0.17,-0.17,-0.17
2018-08-17,1.55,1.55,1.5,1.5,5200,1.5,1.5,1.5,1.5,-0.03,-0.03,-0.03,-0.03
2018-08-20,1.51,1.51,1.5,1.5,5300,1.5,1.5,1.5,1.5,-0.01,-0.01,-0.01,-0.01
2018-08-21,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0
2018-08-22,1.5,1.5,1.5,1.5,66,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0
2018-08-23,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0
2018-08-24,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0
2018-08-27,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0
2018-08-28,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0
2018-08-29,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0
2018-08-30,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0
2018-08-31,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0
2018-09-04,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.45,0.0,0.0,0.0,-0.03
2018-09-05,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.45,0.0,0.0,0.0,-0.03
2018-09-06,1.5,1.5,1.5,1.5,0,1.5,1.5,1.45,1.45,0.0,0.0,-0.03,-0.03
2018-09-07,1.45,1.5,1.45,1.5,3100,1.5,1.5,1.45,1.45,0.03,0.03,0.0,0.0
2018-09-10,1.5,1.5,1.5,1.5,0,1.5,1.45,1.45,1.45,0.0,-0.03,-0.03,-0.03
2018-09-11,1.5,1.5,1.5,1.5,0,1.5,1.45,1.45,1.45,0.0,-0.03,-0.03,-0.03
2018-09-12,1.5,1.5,1.5,1.5,0,1.45,1.45,1.45,1.45,-0.03,-0.03,-0.03,-0.03
2018-09-13,1.45,1.45,1.45,1.45,3000,1.45,1.45,1.45,1.45,0.0,0.0,0.0,0.0
2018-09-14,1.45,1.45,1.45,1.45,0,1.45,1.45,1.45,1.45,0.0,0.0,0.0,0.0
2018-09-17,1.45,1.45,1.45,1.45,0,1.45,1.45,1.45,1.45,0.0,0.0,0.0,0.0
2018-09-18,1.45,1.45,1.45,1.45,0,1.45,1.45,1.45,1.45,0.0,0.0,0.0,0.0
2018-09-19,1.45,1.45,1.45,1.45,0,1.45,1.45,1.45,1.53,0.0,0.0,0.0,0.05
2018-09-20,1.45,1.45,1.45,1.45,0,1.45,1.45,1.45,1.53,0.0,0.0,0.0,0.05
2018-09-21,1.45,1.45,1.45,1.45,0,1.45,1.45,1.53,1.53,0.0,0.0,0.05,0.05
2018-09-24,1.45,1.45,1.45,1.45,0,1.45,1.45,1.53,1.53,0.0,0.0,0.05,0.05
2018-09-25,1.45,1.45,1.45,1.45,0,1.45,1.53,1.53,1.53,0.0,0.05,0.05,0.05
2018-09-26,1.45,1.45,1.45,1.45,0,1.45,1.53,1.53,1.53,0.0,0.05,0.05,0.05
2018-09-27,1.45,1.45,1.45,1.45,0,1.53,1.53,1.53,1.53,0.05,0.05,0.05,0.05
2018-09-28,1.53,1.53,1.53,1.53,4000,1.53,1.53,1.53,1.53,-0.0,-0.0,-0.0,-0.0
2018-10-01,1.53,1.53,1.53,1.53,0,1.53,1.53,1.53,1.53,0.0,0.0,0.0,0.0
2018-10-02,1.53,1.53,1.53,1.53,0,1.53,1.53,1.53,1.53,0.0,0.0,0.0,0.0
2018-10-03,1.53,1.53,1.53,1.53,0,1.53,1.53,1.53,1.53,0.0,0.0,0.0,0.0
2018-10-04,1.53,1.53,1.53,1.53,0,1.53,1.53,1.53,1.53,0.0,0.0,0.0,0.0
2018-10-05,1.53,1.53,1.53,1.53,0,1.53,1.53,1.53,1.53,0.0,0.0,0.0,0.0
2018-10-08,1.53,1.53,1.53,1.53,0,1.53,1.53,1.53,1.53,0.0,0.0,0.0,0.0
